name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	sample
Bacteria	2	D	994564	1065	995629	0.90649	SB_9_24_2020_INF_unenriched
Eukaryota	2759	D	4545	40	4585	0.00417	SB_9_24_2020_INF_unenriched
Archaea	2157	D	243	0	243	2.2e-4	SB_9_24_2020_INF_unenriched
Viruses	10239	D	97834	42	97876	0.08911	SB_9_24_2020_INF_unenriched
Bacteria	2	D	1048049	1103	1049152	0.95452	JWPCP_9_15_2020_INF_unenriched
Eukaryota	2759	D	3559	19	3578	0.00326	JWPCP_9_15_2020_INF_unenriched
Archaea	2157	D	265	0	265	2.4e-4	JWPCP_9_15_2020_INF_unenriched
Viruses	10239	D	46120	23	46143	0.04198	JWPCP_9_15_2020_INF_unenriched
Viruses	10239	D	731446	88	731534	0.72823	PL_12_14_2020_INF_unenriched
Bacteria	2	D	148025	89	148114	0.14745	PL_12_14_2020_INF_unenriched
Eukaryota	2759	D	124523	183	124706	0.12414	PL_12_14_2020_INF_unenriched
Archaea	2157	D	176	0	176	1.8e-4	PL_12_14_2020_INF_unenriched
Viruses	10239	D	960344	138	960482	0.78703	OC_11_11_2020_INF_unenriched
Bacteria	2	D	235707	112	235819	0.19323	OC_11_11_2020_INF_unenriched
Eukaryota	2759	D	23852	90	23942	0.01962	OC_11_11_2020_INF_unenriched
Archaea	2157	D	137	0	137	1.1e-4	OC_11_11_2020_INF_unenriched
Bacteria	2	D	934014	1202	935216	0.89824	ESC_7_20_20_unenriched
Eukaryota	2759	D	13730	338	14068	0.01351	ESC_7_20_20_unenriched
Archaea	2157	D	832	2	834	8e-4	ESC_7_20_20_unenriched
Viruses	10239	D	90891	159	91050	0.08745	ESC_7_20_20_unenriched
Bacteria	2	D	134251	214	134465	0.49378	JW_10_27_2020_INF_unenriched
Eukaryota	2759	D	66252	79	66331	0.24358	JW_10_27_2020_INF_unenriched
Archaea	2157	D	41	0	41	1.5e-4	JW_10_27_2020_INF_unenriched
Viruses	10239	D	71465	14	71479	0.26248	JW_10_27_2020_INF_unenriched
Viruses	10239	D	349495	36	349531	0.67484	SJ_11_11_2020_INF_unenriched
Bacteria	2	D	134121	112	134233	0.25916	SJ_11_11_2020_INF_unenriched
Eukaryota	2759	D	33853	223	34076	0.06579	SJ_11_11_2020_INF_unenriched
Archaea	2157	D	108	0	108	2.1e-4	SJ_11_11_2020_INF_unenriched
Bacteria	2	D	738706	768	739474	0.61283	NC_10_23_2020_INF_unenriched
Eukaryota	2759	D	11165	42	11207	0.00929	NC_10_23_2020_INF_unenriched
Archaea	2157	D	94	0	94	8e-5	NC_10_23_2020_INF_unenriched
Viruses	10239	D	455823	53	455876	0.3778	NC_10_23_2020_INF_unenriched
Viruses	10239	D	1078699	59	1078758	0.74291	PL_11_30_2020_INF_unenriched
Eukaryota	2759	D	324713	177	324890	0.22374	PL_11_30_2020_INF_unenriched
Bacteria	2	D	48203	40	48243	0.03322	PL_11_30_2020_INF_unenriched
Archaea	2157	D	175	0	175	1.2e-4	PL_11_30_2020_INF_unenriched
Viruses	10239	D	625300	85	625385	0.84629	SJ_11_4_2020_INF_unenriched
Bacteria	2	D	91327	110	91437	0.12374	SJ_11_4_2020_INF_unenriched
Eukaryota	2759	D	21754	195	21949	0.0297	SJ_11_4_2020_INF_unenriched
Archaea	2157	D	199	0	199	2.7e-4	SJ_11_4_2020_INF_unenriched
Viruses	10239	D	1364338	174	1364512	0.92223	HTP_9_29_2020_INF_unenriched
Bacteria	2	D	99573	122	99695	0.06738	HTP_9_29_2020_INF_unenriched
Eukaryota	2759	D	15228	92	15320	0.01035	HTP_9_29_2020_INF_unenriched
Archaea	2157	D	57	0	57	4e-5	HTP_9_29_2020_INF_unenriched
Viruses	10239	D	217927	9	217936	0.72521	SJ_8_26_2020_INF_unenriched
Bacteria	2	D	70460	84	70544	0.23475	SJ_8_26_2020_INF_unenriched
Eukaryota	2759	D	11859	83	11942	0.03974	SJ_8_26_2020_INF_unenriched
Archaea	2157	D	90	0	90	3e-4	SJ_8_26_2020_INF_unenriched
Bacteria	2	D	651551	503	652054	0.56459	JW_10_20_2020_INF_unenriched
Eukaryota	2759	D	371483	378	371861	0.32198	JW_10_20_2020_INF_unenriched
Archaea	2157	D	182	0	182	1.6e-4	JW_10_20_2020_INF_unenriched
Viruses	10239	D	130628	181	130809	0.11326	JW_10_20_2020_INF_unenriched
Bacteria	2	D	113449	145	113594	0.45814	PL_11_5_2020_INF_unenriched
Eukaryota	2759	D	56966	95	57061	0.23013	PL_11_5_2020_INF_unenriched
Archaea	2157	D	140	0	140	5.6e-4	PL_11_5_2020_INF_unenriched
Viruses	10239	D	77140	12	77152	0.31116	PL_11_5_2020_INF_unenriched
Bacteria	2	D	256948	184	257132	0.56951	SB_8_13_2020_INF_unenriched
Eukaryota	2759	D	54004	130	54134	0.1199	SB_8_13_2020_INF_unenriched
Archaea	2157	D	67	0	67	1.5e-4	SB_8_13_2020_INF_unenriched
Viruses	10239	D	140109	50	140159	0.31043	SB_8_13_2020_INF_unenriched
