mean_phred_score	n_sequences	sample	read_pair	stage
26	240493	SRR12204851	2	cleaned
27	342359	SRR12204851	2	cleaned
28	484070	SRR12204851	2	cleaned
29	695356	SRR12204851	2	cleaned
30	994445	SRR12204851	2	cleaned
31	1468289	SRR12204851	2	cleaned
32	2226764	SRR12204851	2	cleaned
33	3690679	SRR12204851	2	cleaned
34	7411475	SRR12204851	2	cleaned
35	23738221	SRR12204851	2	cleaned
36	92628531	SRR12204851	2	cleaned
37	8385286	SRR12204851	2	cleaned
25	77462	SRR12204734	1	dedup
26	168922	SRR12204734	1	dedup
27	337594	SRR12204734	1	dedup
28	623534	SRR12204734	1	dedup
29	1073852	SRR12204734	1	dedup
30	1703125	SRR12204734	1	dedup
31	2618575	SRR12204734	1	dedup
32	3906181	SRR12204734	1	dedup
33	5527592	SRR12204734	1	dedup
34	7107887	SRR12204734	1	dedup
35	8222555	SRR12204734	1	dedup
36	10004814	SRR12204734	1	dedup
37	1151952	SRR12204734	1	dedup
25	787568	SRR12204734	2	dedup
26	1070400	SRR12204734	2	dedup
27	1490155	SRR12204734	2	dedup
28	2056364	SRR12204734	2	dedup
29	2845833	SRR12204734	2	dedup
30	3792994	SRR12204734	2	dedup
31	4870720	SRR12204734	2	dedup
32	5765637	SRR12204734	2	dedup
33	5980178	SRR12204734	2	dedup
34	5200820	SRR12204734	2	dedup
35	4207255	SRR12204734	2	dedup
36	4280814	SRR12204734	2	dedup
37	175307	SRR12204734	2	dedup
25	61104	SRR12204735	1	dedup
26	142929	SRR12204735	1	dedup
27	279509	SRR12204735	1	dedup
28	481524	SRR12204735	1	dedup
29	742157	SRR12204735	1	dedup
30	987175	SRR12204735	1	dedup
31	1184111	SRR12204735	1	dedup
32	1331243	SRR12204735	1	dedup
33	1462921	SRR12204735	1	dedup
34	1666095	SRR12204735	1	dedup
35	2502729	SRR12204735	1	dedup
36	14051539	SRR12204735	1	dedup
37	4322888	SRR12204735	1	dedup
25	320466	SRR12204735	2	dedup
26	419580	SRR12204735	2	dedup
27	539185	SRR12204735	2	dedup
28	703300	SRR12204735	2	dedup
29	925523	SRR12204735	2	dedup
30	1183144	SRR12204735	2	dedup
31	1473625	SRR12204735	2	dedup
32	1753408	SRR12204735	2	dedup
33	2016592	SRR12204735	2	dedup
34	2314239	SRR12204735	2	dedup
35	3436929	SRR12204735	2	dedup
36	12906578	SRR12204735	2	dedup
37	1223355	SRR12204735	2	dedup
25	73324	SRR12204847	1	dedup
26	168734	SRR12204847	1	dedup
27	333812	SRR12204847	1	dedup
28	579217	SRR12204847	1	dedup
29	879653	SRR12204847	1	dedup
30	1138972	SRR12204847	1	dedup
31	1341428	SRR12204847	1	dedup
32	1479830	SRR12204847	1	dedup
33	1645564	SRR12204847	1	dedup
34	1979537	SRR12204847	1	dedup
35	3063308	SRR12204847	1	dedup
36	7701286	SRR12204847	1	dedup
37	2375438	SRR12204847	1	dedup
25	341895	SRR12204847	2	dedup
26	453128	SRR12204847	2	dedup
27	595270	SRR12204847	2	dedup
28	787183	SRR12204847	2	dedup
29	1058170	SRR12204847	2	dedup
30	1390576	SRR12204847	2	dedup
31	1789422	SRR12204847	2	dedup
32	2176624	SRR12204847	2	dedup
33	2468454	SRR12204847	2	dedup
34	2665399	SRR12204847	2	dedup
35	3319840	SRR12204847	2	dedup
36	5487590	SRR12204847	2	dedup
37	226552	SRR12204847	2	dedup
25	52747	SRR12204848	1	dedup
26	121639	SRR12204848	1	dedup
27	236793	SRR12204848	1	dedup
28	398193	SRR12204848	1	dedup
29	587687	SRR12204848	1	dedup
30	720918	SRR12204848	1	dedup
31	785130	SRR12204848	1	dedup
32	784506	SRR12204848	1	dedup
33	775096	SRR12204848	1	dedup
34	811517	SRR12204848	1	dedup
35	1154728	SRR12204848	1	dedup
36	7083699	SRR12204848	1	dedup
37	1723888	SRR12204848	1	dedup
25	159927	SRR12204848	2	dedup
26	215026	SRR12204848	2	dedup
27	281258	SRR12204848	2	dedup
28	372832	SRR12204848	2	dedup
29	499090	SRR12204848	2	dedup
30	645896	SRR12204848	2	dedup
31	816463	SRR12204848	2	dedup
32	971152	SRR12204848	2	dedup
33	1094746	SRR12204848	2	dedup
34	1238399	SRR12204848	2	dedup
35	2041052	SRR12204848	2	dedup
36	6530900	SRR12204848	2	dedup
37	369800	SRR12204848	2	dedup
25	112137	SRR12204849	1	dedup
26	218839	SRR12204849	1	dedup
27	393163	SRR12204849	1	dedup
28	660687	SRR12204849	1	dedup
29	1034833	SRR12204849	1	dedup
30	1513897	SRR12204849	1	dedup
31	2062464	SRR12204849	1	dedup
32	2647306	SRR12204849	1	dedup
33	3237368	SRR12204849	1	dedup
34	3822269	SRR12204849	1	dedup
35	4310459	SRR12204849	1	dedup
36	4468551	SRR12204849	1	dedup
37	4045485	SRR12204849	1	dedup
38	3452587	SRR12204849	1	dedup
39	1737109	SRR12204849	1	dedup
40	84392	SRR12204849	1	dedup
25	852488	SRR12204849	2	dedup
