taxid	name	parent_taxid	rank
2948840	Nimanivirus	2501984	genus
2948842	Noahvirus	2946164	genus
2948843	Oblavirus	11266	genus
2948844	Olivavirus	69973	genus
2948845	Oliverocinquevirus	2731619	genus
2948846	Oliverunavirus	2842329	genus
2948847	Omarvirus	1982875	genus
2948849	Ormenosvirus	2946160	genus
2948850	Orthodiscovirus	2946176	genus
2948851	Orthopicobirnavirus	585893	genus
2948854	Pamirivirus	2942967	genus
2948855	Paopuvirus	2946642	genus
2948856	Pariacacavirus	2842329	genus
2948857	Paslahepevirus	2946639	genus
2948858	Pelmivirus	2501985	genus
2948859	Penintadodekavirus	2842329	genus
2948860	Peternellavirus	2946174	genus
2948861	Pharaohvirus	2731619	genus
2948862	Phelinovirus	2501987	genus
2948863	Phialvirus	2946188	genus
2948864	Phleivirus	2731619	genus
2948865	Phrappuccinovirus	2731619	genus
2948866	Pinnievirus	2946631	genus
2948867	Pipoluvirus	2942967	genus
2948869	Pleakleyvirus	2946629	genus
2948871	Porrectionivirus	10860	genus
2948872	Potamoivirus	2946160	genus
2948873	Pukovnikvirus	2731619	genus
2948874	Puppervirus	2731619	genus
2948875	Purkyvirus	1982878	genus
2948876	Quadragintavirus	2946167	genus
2948877	Quesadillavirus	1982876	genus
2948878	Refugevirus	2731619	genus
2948879	Replylivirus	2842407	genus
2948880	Retbasiphovirus	2946180	genus
2948881	Ringilvirus	2946178	genus
2948882	Rivapovirus	2501987	genus
2948883	Rocahepevirus	2946639	genus
2948884	Rosariovirus	2731619	genus
2948885	Roskildevirus	1198136	genus
2948886	Sagamiharavirus	2731619	genus
2948887	Saguarovirus	1982876	genus
2948888	Saldibavirus	2946180	genus
2948889	Saltrevirus	2731619	genus
2948890	Salutenavirus	1982875	genus
2948893	Sanstrivirus	2501987	genus
2948894	Santafevirus	2731619	genus
2948895	Sardinovirus	11308	genus
2948896	Schmidtvirus	2946645	genus
2948897	Scophrhavirus	2842407	genus
2948898	Sedonavirus	2946160	genus
2948899	Seejivirus	2976944	genus
2948900	Segzyvirus	2731619	genus
2948901	Sentinelvirus	1982875	genus
2948904	Shandvirus	2946160	genus
2948905	Sheenvirus	2731619	genus
2948906	Shuimuvirus	2731619	genus
2948907	Sicregavirus	2946624	genus
2948908	Siniperhavirus	2842407	genus
2948910	Skatevirus	2731619	genus
2948911	Skogvirus	2731619	genus
2948912	Skysandvirus	2946629	genus
2948913	Sokavirus	2946160	genus
2948914	Stormageddonvirus	2731619	genus
2948915	Stralarivirus	675072	genus
2948916	Stylovirus	2501987	genus
2948917	Sukkupivirus	2946629	genus
2948918	Supelovirus	2501987	genus
2948919	Sustrivirus	1914297	genus
2948920	Synelinevirus	2501987	genus
2948921	Tapjovirus	11266	genus
2948922	Thalassavirus	2732012	genus
2948923	Thetahypovirus	39748	genus
2948924	Thetapolyomavirus	151341	genus
2948925	Thonkovirus	1982876	genus
2948926	Timshelvirus	2731619	genus
2948927	Tinalinvirus	2946645	genus
2948928	Tocinivirus	2946638	genus
2948929	Tofonivirus	2946638	genus
2948930	Tralespevirus	2560077	genus
2948932	Triamitovirus	2732892	genus
2948933	Triduovirus	2842329	genus
2948934	Triniovirus	2501985	genus
2948935	Tsukubavirus	2946634	genus
2948936	Turbidovirus	2731619	genus
2948937	Typhavirus	2731619	genus
2948938	Ulegvirus	2501985	genus
2948939	Unicornvirus	2946648	genus
2948940	Unuamitovirus	2732892	genus
2948941	Usmuvirus	2501987	genus
2948942	Valbvirus	2946167	genus
2948943	Valinorvirus	2946189	genus
2948944	Vasivirus	10860	genus
2948945	Vebetovirus	2508240	genus
2948946	Veracruzvirus	2731619	genus
2948947	Vicoquintavirus	2842329	genus
2948949	Vipetofemvirus	2946623	genus
2948951	Wadgaonvirus	2946167	genus
2948952	Whopevirus	2942972	genus
2948953	Wotdevirus	2942976	genus
2948954	Xaviavirus	1982878	genus
2948955	Xenophyvirus	2501987	genus
2948956	Xooduovirus	2946626	genus
2948957	Xylavirus	675061	genus
2948959	Yeceytrevirus	2731619	genus
2948960	Yosifvirus	1982875	genus
2948963	Zitchvirus	2731619	genus
2973078	Alternavirus	2973077	genus
10286	Betaentomopoxvirus	10284	genus
10405	Orthohepadnavirus	10404	genus
10437	Avihepadnavirus	10404	genus
10487	Iridovirus	2017757	genus
10494	Lymphocystivirus	2017756	genus
10652	Badnavirus	186534	genus
10856	Bdellomicrovirus	686565	genus
10882	Orthoreovirus	2946187	genus
10892	Orbivirus	2946186	genus
10912	Rotavirus	2946186	genus
10981	Cypovirus	2946187	genus
10985	Phytoreovirus	2946186	genus
10988	Fijivirus	2946187	genus
10992	Oryzavirus	2946187	genus
11014	Chrysovirus	249310	genus
11019	Alphavirus	11018	genus
11051	Flavivirus	11050	genus
11102	Hepacivirus	11050	genus
11229	Morbillivirus	2560076	genus
11305	Cytorhabdovirus	2842408	genus
11306	Nucleorhabdovirus	11270	genus
11584	Phlebovirus	1980418	genus
11640	Spumavirus	327046	genus
11646	Lentivirus	327045	genus
12036	Luteovirus	39738	genus
12050	Waikavirus	675072	genus
12057	Sequivirus	675072	genus
12103	Cardiovirus	2946627	genus
12109	Aphthovirus	2946627	genus
12137	Sobemovirus	2169577	genus
12234	Tobamovirus	675071	genus
12266	Dianthovirus	2560078	genus
12289	Enamovirus	2169577	genus
12320	Alfamovirus	39740	genus
35323	Thogotovirus	11308	genus
39743	Asfivirus	137992	genus
62098	Alphaentomopoxvirus	10284	genus
95341	Sapovirus	11974	genus
140052	Betaretrovirus	327045	genus
142786	Norovirus	11974	genus
144051	Cripavirus	232795	genus
153057	Alpharetrovirus	327045	genus
153135	Gammaretrovirus	327045	genus
172653	Ictalurivirus	548682	genus
180252	Mardivirus	10293	genus
180255	Iltovirus	10293	genus
186533	Cavemovirus	186534	genus
186536	Ebolavirus	11266	genus
186537	Marburgvirus	11266	genus
186677	Hepevirus	1009842	genus
186845	Petuvirus	186534	genus
187212	Tungrovirus	186534	genus
187214	Soymovirus	186534	genus
197911	Alphainfluenzavirus	11308	genus
197912	Betainfluenzavirus	11308	genus
197913	Gammainfluenzavirus	11308	genus
215920	Sadwavirus	675072	genus
232799	Iflavirus	699189	genus
586425	Senecavirus	2946627	genus
993034	Mavirus	1914302	genus
1511083	Deltainfluenzavirus	11308	genus
1542744	Gemycircularvirus	1910928	genus
1922210	Vhmlvirus	2731619	genus
2022857	Capulavirus	10811	genus
2219049	Husavirus	675074	genus
2946836	Bracovirus	2946196	genus
2948762	Ichnovirus	2946196	genus
10812	Mastrevirus	10811	genus
10813	Curtovirus	10811	genus
10814	Begomovirus	10811	genus
742914	Cyclovirus	39724	genus
1714268	Alphasphaerolipovirus	1714267	genus
1714269	Betasphaerolipovirus	1714267	genus
1714270	Gammasphaerolipovirus	1714267	genus
1892581	Ralernavirus	439490	genus
2219050	Fisavirus	675074	genus
2219051	Fesavirus	675074	genus
2219055	Posavirus	675074	genus
10475	Alphafusellovirus	10474	genus
10663	T4likevirus	1198136	genus
10803	Dependoparvovirus	40119	genus
10806	Ambidensovirus	40120	genus
11572	Bunyavirus	1980416	genus
12059	Enterovirus	2946630	genus
40121	Erythroparvovirus	40119	genus
40122	Iteradensovirus	40120	genus
110456	Podovirus	2731653	genus
119164	Betaluteovirus	2169577	genus
140410	P2likevirus	2946167	genus
169682	Myohalovirus	2946172	genus
186458	Bornavirus	178830	genus
186532	C2likevirus	2731619	genus
186764	Fromanvirus	2731619	genus
186765	Lambdalikevirus	2731619	genus
186777	Mulikevirus	2731619	genus
186789	P1virus	2731619	genus
186794	Lederbergvirus	2731619	genus
186846	Phi29likevirus	542836	genus
186914	Psimunalikevirus	2946185	genus
187215	Alphaguttavirus	324686	genus
187217	T1virus	1910999	genus
187218	T5likevirus	2732013	genus
308911	N15likevirus	2731619	genus
308912	Lomovskayavirus	2731619	genus
310911	Amdoparvovirus	40119	genus
371730	Enquatrovirus	2842412	genus
477967	Phikmvlikevirus	2731648	genus
542837	Sp6likevirus	2731650	genus
542959	Bpp1virus	2731619	genus
542960	Epsilon15likevirus	2731619	genus
545932	Bruynoghevirus	2731619	genus
558016	Alphabaculovirus	10442	genus
558017	Betabaculovirus	10442	genus
558018	Gammabaculovirus	10442	genus
558019	Deltabaculovirus	10442	genus
586418	Cosavirus	2946627	genus
674962	Bacillariornavirus	324901	genus
674979	Bacilladnavirus	2169567	genus
680114	Bixzunavirus	2946628	genus
680115	Phikzlikevirus	2731619	genus
680116	Spbetalikevirus	2731619	genus
680277	Kuravirus	2731619	genus
680287	Ahjdlikevirus	2732588	genus
688449	Klassevirus	2946635	genus
693996	Alphacoronavirus	2501931	genus
694002	Betacoronavirus	2501931	genus
694013	Coronavirus	2501931	genus
1196844	Hp1likevirus	2946167	genus
1198137	Schizot4likevirus	2946170	genus
1198139	Bcepmulikevirus	2731619	genus
1198140	FelixO1likevirus	1985285	genus
1198976	Hap1likevirus	2731619	genus
1198980	PB1likevirus	2731619	genus
1299429	Yualikevirus	2946644	genus
1506574	Parvovirus	40119	genus
1507401	Bocaparvovirus	40119	genus
1511780	Oscivirus	2946635	genus
1511802	Orthoturdivirus	2946635	genus
1511808	Alphacryptovirus	11012	genus
1511809	Betacryptovirus	11012	genus
1511810	Alphacryptovirus	11012	genus
1511811	Gammapartitivirus	11012	genus
1623273	3alikevirus	2731619	genus
1623274	77likevirus	2842523	genus
1623275	Andromedalikevirus	2731619	genus
1623276	Barnyardlikevirus	2731619	genus
1623277	Bignuzlikevirus	1982878	genus
1623278	Bronlikevirus	2946636	genus
1623280	Charlielikevirus	2169600	genus
1623281	Che8likevirus	2946632	genus
1623282	Che9clikevirus	2731619	genus
1623283	Chilikevirus	2943001	genus
1623284	Cjw1virus	2731619	genus
1623285	Corndoglikevirus	2731619	genus
1623286	Casadabanvirus	2731619	genus
1623287	D3likevirus	2731619	genus
1623288	Halolikevirus	2946631	genus
1623289	Dhillonvirus	2731619	genus
1623290	Cecivirus	2731619	genus
1623292	Omegalikevirus	2731619	genus
1623293	Oshimavirus	2731619	genus
1623295	Pegunavirus	1982876	genus
1623297	E125virus	2731619	genus
1623298	Phietalikevirus	2842522	genus
1623299	Phifelvirus	2731619	genus
1623300	Coetzeevirus	2731619	genus
1623301	Reylikevirus	1982877	genus
1623302	Sap6likevirus	2731619	genus
1623303	Brussowvirus	2731619	genus
1623304	Moineauvirus	2731619	genus
1623305	Sk1virus	2731619	genus
1623306	Timquatrovirus	2946648	genus
1623307	Lwoffvirus	2731619	genus
1623308	Wbetalikevirus	2731619	genus
1623309	Xipdecavirus	2731619	genus
1636617	Cp220likevirus	1636616	genus
1636618	Cp8unalikevirus	1636616	genus
1720323	Bcep22likevirus	2731619	genus
1720324	F116likevirus	2731619	genus
1857844	P100virus	2560073	genus
1857845	Okubovirus	857473	genus
1857846	Twortlikevirus	2560081	genus
1910951	Alpha3microvirus	1910950	genus
1910952	G4microvirus	1910950	genus
1910954	Phix174microvirus	1910950	genus
1910991	Jerseylikevirus	1910976	genus
1910992	K1gvirus	1910976	genus
1910993	Cornellvirus	1910976	genus
1911929	Bc431virus	2560070	genus
1912144	Cd119virus	2731619	genus
1912760	C5likevirus	2731619	genus
1913650	Cc31virus	1198136	genus
1913651	Krischvirus	2946170	genus
1913652	Mosigvirus	1198136	genus
1913653	Gelderlandvirus	1198136	genus
1913654	Gaprivervirus	1198136	genus
1914165	Dhakavirus	1198136	genus
1914850	Certrevirus	1911928	genus
1914851	Se1virus	1911928	genus
1914852	V5virus	1911928	genus
1915205	Ap22virus	2731619	genus
1917990	B4virus	2560070	genus
1918017	Cba181virus	2731619	genus
1918522	Cba41virus	2731619	genus
1918721	Cp51virus	857473	genus
1918725	Cvm10virus	2731619	genus
1920750	Ff47virus	2731619	genus
1920753	G7cvirus	2842412	genus
1920762	Lit1virus	2842417	genus
1920774	Drulisvirus	2731652	genus
1920860	Kp36virus	2731691	genus
1920866	Rogue1virus	2732046	genus
1921016	Nit1virus	2560070	genus
1921125	Homburgvirus	2731619	genus
1921525	Kleczkowskavirus	2731619	genus
1921544	Septima3virus	2731619	genus
1921696	Mardecavirus	2731619	genus
1921704	Tegunavirus	1198136	genus
1922329	Enhodamvirus	2731619	genus
1925779	Kpp10virus	2731619	genus
1980442	Hantavirus	2560074	genus
1980517	Nairovirus	1980415	genus
1980921	Mieseafarmvirus	2731619	genus
1980922	Chiangmaivirus	2731619	genus
1980928	Sep1virus	2560081	genus
1980929	Seoulvirus	2731619	genus
1980937	Emdodecavirus	2731619	genus
1980938	Msw3virus	2731619	genus
1981157	Nona33virus	1981156	genus
1981158	Diegovirus	1981156	genus
1981159	Oslovirus	1981156	genus
1982095	Ab18virus	2946626	genus
1982101	Bernal13virus	2731619	genus
1982227	Jwxvirus	2731619	genus
1982239	Nipunavirus	2842528	genus
1982244	Inhavirus	2731619	genus
1982251	Pa6virus	2731619	genus
1982355	Pamexvirus	2731619	genus
1982367	Pepy6virus	2731619	genus
1982370	Pis4avirus	2731619	genus
1982372	Rdjlvirus	2731619	genus
1982375	Rer2virus	2731619	genus
1982554	Papyrusvirus	2731619	genus
1982569	Tin2virus	2731619	genus
1982576	Ea92virus	2842413	genus
1982583	Cepunavirus	2842328	genus
1982590	Kochitakasuvirus	2731619	genus
1982594	Luz7virus	2842417	genus
1982745	Woodruffvirus	2731619	genus
1982881	Arequatrovirus	1982875	genus
1984776	Agrican357virus	2731619	genus
1984798	Perisivirus	2731619	genus
1985293	Ea214virus	1985285	genus
1985325	Jd18virus	1198136	genus
1985328	Kp15virus	2946170	genus
1985711	Fri1virus	2731645	genus
1985720	Kp32virus	2731653	genus
1987146	Schmidvirus	2731619	genus
2003394	Alphaendornavirus	564644	genus
2169532	Ag3virus	2169530	genus
2169536	Cba120virus	2169531	genus
2169613	Pbi1virus	2169598	genus
2169621	Limdunavirus	2169599	genus
2169622	Una4virus	2169599	genus
2169623	Eah2virus	2731619	genus
2169641	Baltimorevirus	2842422	genus
2169643	Ithacavirus	2842416	genus
2169654	Hendrixvirus	2842527	genus
2169655	Pfr1virus	2731619	genus
2169656	Saundersvirus	2731619	genus
2501995	Feravirus	1980417	genus
2501997	Jonvirus	1980417	genus
2560196	Orthotospovirus	1980419	genus
2560244	Secunda5virus	2946170	genus
2733115	Bcep781likevirus	2731619	genus
2733155	Phicbklikevirus	2732612	genus
2733256	Bandavirus	1980418	genus
2842664	Emesvirus	2842319	genus
2842995	Allolevivirus	2842319	genus
2843380	Fernvirus	2731619	genus
2843388	Halcyonevirus	2731619	genus
2843401	Arv1virus	2731619	genus
2976977	Incheonvirus	2731619	genus
11749	IAPs	35276	genus
190729	Begomovirus-associated DNA beta-like sequences	1993640	genus
1993641	Begomovirus-associated deltasatellites	1993640	genus
