task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action
660	8c/9db1ec	5909e1c9-cb92-4256-a6ab-c24b289834e4	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS	-	RUN:HV:COMBINE_MAPPED_BOWTIE2_READS (18)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-17 16:46:06.864	2024-10-17 16:46:26.362	2024-10-17 16:46:36.335	29.5s	235ms	will-batch-queue	17.1%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	27.3 MB	27.3 MB	427	233	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/8c/9db1ec52414af59370e8d06b05234a	-	-
529	27/73dd2c	0d17aeaa-96a5-465b-96fa-a3757c3148fc	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (10)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:41:36.685	2024-10-17 16:41:56.207	2024-10-17 16:46:36.291	5m	4m 35s	will-batch-queue	443.4%	24.9%	61.3 GB	72.4 GB	61.3 GB	72.4 GB	38.8 GB	753.8 KB	2542125	219	200 KB	1.3 MB	22	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/27/73dd2cd59ef88a05448390ca3d2c29	-	-
530	b5/aaedf1	01853d5f-c9fd-4185-9ac5-2d8f60f2edb6	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (11)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:41:46.527	2024-10-17 16:41:56.207	2024-10-17 16:46:36.318	4m 50s	4m 38s	will-batch-queue	852.4%	25.0%	61.7 GB	72.4 GB	61.7 GB	72.4 GB	38.8 GB	783.1 KB	2542130	222	208 KB	892 KB	22	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/b5/aaedf1ab35a495446c92dc5af7ca2d	-	-
524	e4/c70c69	72c41f80-63fe-4117-982f-fb530d767b19	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (7)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:40:36.631	2024-10-17 16:41:56.206	2024-10-17 16:46:46.192	6m 10s	4m 42s	will-batch-queue	455.5%	25.0%	61.7 GB	72.4 GB	61.7 GB	72.4 GB	38.8 GB	1.5 MB	2542178	332	288 KB	868 KB	22	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/e4/c70c69852866846a0263075ab31d07	-	-
666	c5/67f70f	0fc8e764-8bd2-4944-ab38-3db108e29a80	RUN:PROFILE:TAXONOMY_RIBO:MERGE_BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:MERGE_BRACKEN	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	16 GB	1	2024-10-17 16:46:07.292	2024-10-17 16:46:26.443	2024-10-17 16:46:56.201	48.9s	2.3s	will-batch-queue	232.7%	0.1%	128.4 MB	4.5 GB	128.4 MB	4.5 GB	17.9 MB	3.4 KB	2299	139	0	0	384	47	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/c5/67f70f32a710e4e6214138c3f31bb5	-	-
675	85/ce53bb	1a174c32-218b-4a1c-926b-823398ce9ad4	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (9)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-17 16:46:36.646	2024-10-17 16:46:46.193	2024-10-17 16:46:56.214	19.6s	649ms	will-batch-queue	567.7%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	12 MB	6.7 MB	2957	458	0	32 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/85/ce53bb0e261d0ee443c77fd722014d	-	-
677	d7/8e8aa7	1afb5167-82a6-449f-8240-8206c9b14af5	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (11)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-17 16:46:46.517	2024-10-17 16:46:56.214	2024-10-17 16:46:56.252	9.7s	1s	will-batch-queue	870.8%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	21.7 MB	16.3 MB	3463	781	0	32 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d7/8e8aa76c2b91b571321b40299440a5	-	-
627	85/2fbea4	d2c27969-a52b-4e23-b5ee-affef8c8cf1b	RUN:HV:BBMAP_HUMAN	-	RUN:HV:BBMAP_HUMAN (16)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:45:16.496	2024-10-17 16:45:56.319	2024-10-17 16:47:06.200	1m 50s	56.1s	will-batch-queue	1088.8%	14.1%	33.7 GB	68.3 GB	33.7 GB	68.3 GB	12.6 GB	15.6 MB	826212	2341	0	100 KB	21	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/85/2fbea447ea3cd830de7ca04d42bf84	-	-
621	5a/e0be99	7cede869-b378-433c-aed0-d3c904ab43f9	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (12)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:45:06.628	2024-10-17 16:45:16.318	2024-10-17 16:47:16.183	2m 10s	1m 56s	will-batch-queue	450.7%	24.3%	58.3 GB	68 GB	58.3 GB	68.1 GB	38.8 GB	1.3 MB	2542171	305	44 KB	248 KB	21	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/5a/e0be993e3bb702f901272ab68f9284	-	-
663	5b/3c62b3	6f131cab-e4ba-42fd-b19c-ccf7917a1eb5	RUN:HV:MERGE_TSVS_ALIGNMENT_DUPLICATES	-	RUN:HV:MERGE_TSVS_ALIGNMENT_DUPLICATES	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	16 GB	1	2024-10-17 16:46:07.064	2024-10-17 16:46:26.442	2024-10-17 16:47:26.204	1m 19s	6.6s	will-batch-queue	155.7%	0.1%	290.4 MB	6.9 GB	290.8 MB	6.9 GB	17.9 MB	7.9 MB	2299	1146	0	0	2180	99	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/5b/3c62b344612f746efd87832e2ac635	-	-
681	62/ed31f7	c2502446-1517-4e7d-87f9-2e9035f2b578	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (12)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-17 16:47:16.536	2024-10-17 16:47:26.205	2024-10-17 16:47:26.237	9.7s	661ms	will-batch-queue	466.7%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	13.2 MB	7.5 MB	3027	478	0	32 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/62/ed31f728d1e98cfd88919deadd7f49	-	-
650	f9/046294	c5b154cf-64f4-409e-a70e-8287aecb79d9	RUN:HV:BBMAP_HUMAN	-	RUN:HV:BBMAP_HUMAN (17)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:46:06.598	2024-10-17 16:46:26.163	2024-10-17 16:47:26.191	1m 20s	54.9s	will-batch-queue	1032.5%	13.8%	33.1 GB	68 GB	33.1 GB	68 GB	12.6 GB	2.6 MB	825465	484	0	104 KB	21	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/f9/046294b346cc9da9f7f7adbccc2315	-	-
633	d4/2bf06f	dec68782-966c-4cce-a461-8de93ec5ef89	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (14)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-17 16:45:26.492	2024-10-17 16:46:26.161	2024-10-17 16:47:46.222	2m 20s	2.2s	will-batch-queue	120.1%	0.1%	128 MB	4.6 GB	129.4 MB	4.8 GB	17.7 MB	2.1 KB	2260	23	0	0	67	52	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d4/2bf06fa3a0cf5d880d8fe4b21347aa	-	-
652	22/94ed4e	368913cd-7159-44e6-8e28-0c6bf46f7f06	RUN:HV:TAXONOMY:LABEL_BRACKEN_REPORTS	-	RUN:HV:TAXONOMY:LABEL_BRACKEN_REPORTS (1)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-17 16:46:06.574	2024-10-17 16:46:26.162	2024-10-17 16:47:46.258	1m 40s	2.1s	will-batch-queue	134.6%	0.0%	79.7 MB	4.4 GB	79.7 MB	4.4 GB	17.7 MB	2.1 KB	2261	23	0	0	44	104	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/22/94ed4e92f458d0a4f1545a975a5028	-	-
668	2f/ff2068	ddbef7a2-8a6d-42a1-98c5-1d5e47ea0c7b	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP	-	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP (6)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:46:06.807	2024-10-17 16:46:26.361	2024-10-17 16:47:46.301	1m 39s	0ms	will-batch-queue	47.9%	0.0%	648 KB	6 MB	648 KB	6 MB	8.5 MB	6.4 MB	11146	15380	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/2f/ff20682df6f035e321d9b437bf908f	-	-
661	c6/c66e27	c3fb1b25-82ff-4e3f-a0c6-0db74c84045f	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP	-	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP (4)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:46:06.740	2024-10-17 16:46:26.360	2024-10-17 16:47:46.270	1m 40s	1s	will-batch-queue	44.8%	0.0%	1.6 MB	10.6 MB	1.6 MB	14.5 MB	12 MB	9.1 MB	15886	21466	0	0	33291	76	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/c6/c66e27b80a87939b8c09dadc870e28	-	-
647	39/e6e58d	6be547f4-3939-43df-8a46-0d86a80a1c7f	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (15)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-17 16:45:56.519	2024-10-17 16:46:26.162	2024-10-17 16:47:46.245	1m 50s	2.2s	will-batch-queue	138.8%	0.1%	128.7 MB	4.8 GB	129.2 MB	4.8 GB	17.7 MB	2.1 KB	2261	23	0	0	68	44	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/39/e6e58dbad1fdbeec079b67bb1e9eb4	-	-
665	d7/138d9a	e34316e2-68f6-4942-8121-51115b308ca7	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP	-	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP (5)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:46:06.899	2024-10-17 16:46:26.442	2024-10-17 16:47:46.327	1m 39s	1s	will-batch-queue	40.2%	0.0%	1.6 MB	9 MB	1.6 MB	12.9 MB	9.3 MB	7 MB	12047	17793	0	0	29180	28	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d7/138d9a0bca83ad366c0536ecfec458	-	-
673	a8/12ae5d	cc9cea84-a0a2-4714-a65d-1c74463cfe79	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (18)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-17 16:46:16.599	2024-10-17 16:47:06.203	2024-10-17 16:47:46.338	1m 30s	1.8s	will-batch-queue	270.2%	0.0%	112.2 MB	4.4 GB	112.2 MB	4.4 GB	17.7 MB	2.1 KB	2261	23	0	0	66	15	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/a8/12ae5d61dc09f5a08ff16d58ee1ec5	-	-
670	b3/33e785	5995a77b-4190-4689-a795-30cda0f04166	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (8)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-17 16:46:06.881	2024-10-17 16:46:26.441	2024-10-17 16:47:46.314	1m 39s	811ms	will-batch-queue	696.4%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	12.2 MB	7.5 MB	2895	323	0	32 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/b3/33e78562ad94e39ab25089e7bbe7a1	-	-
656	07/24d617	e955d121-69fe-464b-a64f-1b8f9062c3c1	RUN:HV:MERGE_SAM_KRAKEN	-	RUN:HV:MERGE_SAM_KRAKEN (1)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	16 GB	1	2024-10-17 16:46:06.648	2024-10-17 16:46:26.359	2024-10-17 16:47:56.207	1m 50s	2.6s	will-batch-queue	193.4%	0.1%	125 MB	4.5 GB	125 MB	4.5 GB	17.8 MB	55.9 KB	2267	127	0	0	64	98	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/07/24d617cbd3b6754a187e58d656429a	-	-
646	2b/19aba2	8ba0a0ea-50d1-4b60-b5e9-1c75bf46e353	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_KRAKEN_REPORTS (18)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-17 16:45:56.453	2024-10-17 16:46:26.161	2024-10-17 16:47:56.189	2m	2.7s	will-batch-queue	164.0%	0.1%	130.2 MB	4.7 GB	131.8 MB	5 GB	17.7 MB	170.1 KB	2260	45	0	0	110	53	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/2b/19aba25d42a25d0f5a825de8a8dd60	-	-
648	a5/47d9c0	d11cdfa7-a584-4b2c-ad3f-a7321e9b39f0	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (16)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-17 16:45:56.536	2024-10-17 16:46:26.162	2024-10-17 16:48:06.181	2m 10s	2.7s	will-batch-queue	120.5%	0.1%	123.7 MB	4.4 GB	123.7 MB	4.4 GB	17.7 MB	2.1 KB	2261	23	0	0	31	167	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/a5/47d9c0a35b1079ad58fc7228664326	-	-
657	60/614148	4abab08b-3643-4876-9f26-bf64cd24b0f3	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:LABEL_BRACKEN_REPORTS (17)	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-17 16:46:06.641	2024-10-17 16:46:26.359	2024-10-17 16:48:06.245	2m	2.4s	will-batch-queue	155.9%	0.1%	124.2 MB	4.5 GB	124.2 MB	4.5 GB	17.7 MB	2.1 KB	2260	23	0	0	30	81	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/60/6141487959a9704480b0045d6e5bf4	-	-
651	1e/f90b18	06348775-7f66-42e8-bfc3-9fe76c052262	RUN:PROFILE:TAXONOMY_RIBO:MERGE_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:MERGE_KRAKEN_REPORTS	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	16 GB	1	2024-10-17 16:46:06.856	2024-10-17 16:46:26.362	2024-10-17 16:48:06.266	1m 59s	2.7s	will-batch-queue	191.7%	0.1%	147.3 MB	4.7 GB	149.1 MB	5 GB	19 MB	5 MB	2415	360	0	3.9 MB	481	29	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/1e/f90b1823eb32ba8ca7357ab92a55f7	-	-
649	2a/aea353	ab5d4cd5-cc50-44f2-beec-3c66232d6645	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (13)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:45:56.632	2024-10-17 16:46:16.292	2024-10-17 16:48:06.200	2m 10s	1m 53s	will-batch-queue	638.9%	24.9%	59.7 GB	68 GB	59.7 GB	68.1 GB	38.8 GB	2.9 MB	2542274	534	12 KB	240 KB	21	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/2a/aea3536ae14d38e05ce4d58e318a6a	-	-
653	f3/54a6b3	02bc1f14-bb37-41fa-bc31-fb50547dc43d	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (14)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-17 16:46:06.632	2024-10-17 16:46:26.358	2024-10-17 16:48:06.234	2m	1m 37s	will-batch-queue	874.7%	24.5%	58.8 GB	68 GB	58.8 GB	68.1 GB	38.8 GB	2.9 MB	2542273	535	12 KB	196 KB	21	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/f3/54a6b3122e75db8ea1b9c1d1885b29	-	-
678	88/f5cef8	2667fb3d-5f9b-45d6-8b8d-80abc0a66296	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (9)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-17 16:46:56.494	2024-10-17 16:48:06.268	2024-10-17 16:48:06.299	1m 10s	694ms	will-batch-queue	704.0%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	11 MB	6.3 MB	2828	286	0	120 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/88/f5cef8d022314525b1d1feb7b60b6c	-	-
685	dc/4d4af7	76aa2dc2-6213-4deb-9e9a-b27985a1fa9b	RUN:HV:TAXONOMY:JOIN_FASTQ	-	RUN:HV:TAXONOMY:JOIN_FASTQ (8)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:47:46.748	2024-10-17 16:48:06.353	2024-10-17 16:48:06.366	19.6s	1.9s	will-batch-queue	270.6%	0.0%	42.6 MB	1.4 GB	44.1 MB	1.4 GB	6.6 MB	1.2 MB	1542	53	0	168 KB	71	18	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/dc/4d4af73fd14983318f0e7d01b12c1e	-	-
684	5b/a8f5f1	266a0412-0392-48c0-8fd8-ed28d74812ea	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE	-	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE (8)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:47:46.656	2024-10-17 16:48:06.328	2024-10-17 16:48:06.352	19.7s	0ms	will-batch-queue	34.0%	0.0%	712 KB	6 MB	712 KB	6 MB	689.8 KB	368.8 KB	951	1561	0	0	5	7	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/5b/a8f5f130667d157e75571f8339c670	-	-
682	ac/b0c161	c065a92b-36d2-4200-8711-04026b764ab5	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (11)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-17 16:47:26.486	2024-10-17 16:48:06.315	2024-10-17 16:48:06.328	39.8s	749ms	will-batch-queue	570.4%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	10.1 MB	5.3 MB	2781	251	0	92 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/ac/b0c1616428dadd526b2bfabe4db06f	-	-
679	8c/54e1fa	818f2d98-884f-4e54-99d0-10e9225e3241	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (10)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-17 16:46:56.540	2024-10-17 16:48:06.299	2024-10-17 16:48:06.315	1m 10s	795ms	will-batch-queue	561.0%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	20.7 MB	16.1 MB	3333	614	0	80 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/8c/54e1fad3d486aa731f234c21f8b4fb	-	-
658	16/6cb0d6	ff6c1a95-dc7d-478a-9945-5dab42e697d5	RUN:HV:TAXONOMY:KRAKEN	-	RUN:HV:TAXONOMY:KRAKEN (3)	COMPLETED	0	-	wave.seqera.io/wt/32f8dcc2444d/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-17 16:46:06.760	2024-10-17 16:46:26.360	2024-10-17 16:48:16.312	2m 10s	1m 38s	will-batch-queue	93.1%	31.9%	76.6 GB	78.8 GB	77.8 GB	78.9 GB	77.8 GB	600 KB	329	265	0	0	194863	52978	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/16/6cb0d6a906abe3d779e4c13cbc95e8	-	-
655	a7/80ca8c	303eed1d-34c0-4426-9bf9-04c3616e2460	RUN:HV:TAXONOMY:KRAKEN	-	RUN:HV:TAXONOMY:KRAKEN (2)	COMPLETED	0	-	wave.seqera.io/wt/32f8dcc2444d/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-17 16:46:06.580	2024-10-17 16:46:26.163	2024-10-17 16:48:16.238	2m 10s	1m 41s	will-batch-queue	93.1%	31.2%	74.8 GB	78.8 GB	77.8 GB	78.9 GB	77.8 GB	95.9 KB	286	34	0	0	180005	53904	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/a7/80ca8cb61797e576df24d24d026865	-	-
676	5d/961f0a	71024a93-93b7-457b-ba60-6b0c10bf4104	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (10)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-17 16:46:36.638	2024-10-17 16:48:06.267	2024-10-17 16:48:16.410	1m 40s	725ms	will-batch-queue	537.0%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	12.4 MB	7.1 MB	2984	472	0	68 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/5d/961f0aae74b44f3c271ad90e6ec368	-	-
667	cd/6edbe6	836a14ea-8c58-4fe9-a37e-434ccbc0ed8d	RUN:HV:TAXONOMY:KRAKEN	-	RUN:HV:TAXONOMY:KRAKEN (6)	COMPLETED	0	-	wave.seqera.io/wt/32f8dcc2444d/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-17 16:46:06.853	2024-10-17 16:46:26.362	2024-10-17 16:48:16.394	2m 10s	1m 41s	will-batch-queue	92.5%	31.1%	74.7 GB	78.9 GB	77.8 GB	78.9 GB	77.8 GB	1.7 MB	415	326	0	0	188139	53272	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/cd/6edbe63c537310809050439020085b	-	-
686	d8/8ad804	fd4f9621-9ae2-4940-814e-e19b7eb99c16	RUN:PROFILE:TAXONOMY_NORIBO:MERGE_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_NORIBO:MERGE_KRAKEN_REPORTS	COMPLETED	0	-	wave.seqera.io/wt/ae79b0c8498c/rocker/tidyverse:4.4.1	1	-	-	16 GB	1	2024-10-17 16:47:56.757	2024-10-17 16:48:06.366	2024-10-17 16:48:16.428	19.7s	2.8s	will-batch-queue	226.7%	0.1%	160.6 MB	4.8 GB	161.8 MB	4.9 GB	19.8 MB	8.5 MB	2464	503	0	6.7 MB	502	23	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d8/8ad804c0197bb2f2f4a7869db9fec5	-	-
692	42/5d3bf3	b92d074e-c8d8-4733-8a3c-d6e377db4226	RUN:HV:TAXONOMY:CLUMPIFY_SINGLE	-	RUN:HV:TAXONOMY:CLUMPIFY_SINGLE (8)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-17 16:48:06.613	2024-10-17 16:48:16.428	2024-10-17 16:48:26.220	19.6s	745ms	will-batch-queue	513.4%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	11.8 MB	6.7 MB	2924	454	0	32 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/42/5d3bf31b63bf1fb50154a501f083ce	-	-
687	b8/84b823	2d44ba6f-1ad9-4f77-a20f-b1e372f9c765	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (13)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-17 16:48:06.517	2024-10-17 16:48:16.428	2024-10-17 16:48:26.204	19.7s	817ms	will-batch-queue	623.1%	0.0%	3 MB	3.9 MB	3 MB	3.9 MB	24.4 MB	18.1 MB	3601	820	0	32 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/b8/84b8230cfc4b073bb0ef0ee93d1c17	-	-
